start_time,date,mca,mcda
2024-02-23,2024-02-23,1550.46362501,12949647.06591657
2024-02-24,2024-02-24,1551.16512734,12966478.85665897
2024-02-25,2024-02-25,1551.83115252,12984206.36545018
2024-02-26,2024-02-26,1552.24500109,12991329.36399335
2024-02-27,2024-02-27,1552.17024618,12984290.29337311
2024-02-28,2024-02-28,1550.63903715,12936788.50360306
2024-02-29,2024-02-29,1549.98503947,12917204.3641745
2024-03-01,2024-03-01,1547.48950507,12890367.26092987
2024-03-02,2024-03-02,1548.09132584,12903696.46793946
2024-03-03,2024-03-03,1548.64390795,12917614.88545788
2024-03-04,2024-03-04,1548.16242613,12894558.68551043
2024-03-05,2024-03-05,1546.75411419,12853871.06457959
2024-03-06,2024-03-06,1544.1584608,12796193.9628284
2024-03-07,2024-03-07,1543.35843935,12777300.3056964
2024-03-08,2024-03-08,1542.76330148,12757421.52370034
2024-03-09,2024-03-09,1543.15071282,12768241.98256372
2024-03-10,2024-03-10,1543.04326797,12779205.14657921
2024-03-11,2024-03-11,1542.52864539,12756951.40265181
2024-03-12,2024-03-12,1542.41083904,12749233.39782487
2024-03-13,2024-03-13,1541.65042477,12716524.30852603
2024-03-14,2024-03-14,1540.6821625,12712492.45609515
2024-03-15,2024-03-15,1540.76069589,12712976.99655033
2024-03-16,2024-03-16,1541.31506112,12729876.31021356
2024-03-17,2024-03-17,1540.36545198,12741102.40873508
2024-03-18,2024-03-18,1540.44224092,12734699.17092559
2024-03-19,2024-03-19,1540.69350822,12735290.36637181
2024-03-20,2024-03-20,1540.8924399,12732478.9811769
2024-03-21,2024-03-21,1540.53600124,12713825.68132732
2024-03-22,2024-03-22,1539.56636048,12725454.87333695
2024-03-23,2024-03-23,1532.20340026,12661314.30601868
2024-03-24,2024-03-24,1532.50463345,12680845.97562063
2024-03-25,2024-03-25,1529.88639871,12592766.09142218
2024-03-26,2024-03-26,1529.50098412,12587423.05127449
2024-03-27,2024-03-27,1529.83180518,12595035.99189545
2024-03-28,2024-03-28,1528.66609574,12598763.79555494
2024-03-29,2024-03-29,1529.14567052,12615182.56666309
2024-03-30,2024-03-30,1529.77329117,12632597.63173133
2024-03-31,2024-03-31,1530.29384149,12646421.34050234
2024-04-01,2024-04-01,1527.53281187,12592797.6144476
2024-04-02,2024-04-02,1527.08244407,12582745.39003356
2024-04-03,2024-04-03,1527.50526839,12593519.03494866
2024-04-04,2024-04-04,1527.95780812,12605053.03768578
2024-04-05,2024-04-05,1528.57772623,12622144.1448205
2024-04-06,2024-04-06,1529.12535689,12641428.25863118
2024-04-07,2024-04-07,1529.77029289,12664023.13466813
2024-04-08,2024-04-08,1530.2142592,12672766.84953465
2024-04-09,2024-04-09,1530.53808288,12674765.45287265
2024-04-10,2024-04-10,1531.06894736,12687703.00107529
2024-04-11,2024-04-11,1531.66601029,12703663.44846653
2024-04-12,2024-04-12,1532.13088534,12720172.20287167
2024-04-13,2024-04-13,1532.78388758,12740299.50428253
2024-04-14,2024-04-14,1533.38732305,12759850.53406407
2024-04-15,2024-04-15,1533.80326164,12767081.15144588
2024-04-16,2024-04-16,1533.47923827,12773999.51156586
2024-04-17,2024-04-17,1533.94726969,12790126.07374144
2024-04-18,2024-04-18,1533.81396837,12781458.88316001
2024-04-19,2024-04-19,1534.15371846,12793128.81157444
2024-04-20,2024-04-20,1534.98097009,12817299.12154332
2024-04-21,2024-04-21,1535.77134903,12840243.00170619
2024-04-22,2024-04-22,1536.45365721,12860783.75625703
2024-04-23,2024-04-23,1536.98874603,12872718.09796747
2024-04-24,2024-04-24,1536.8171215,12865359.56462243
2024-04-25,2024-04-25,1537.39406834,12880351.80836156
2024-04-26,2024-04-26,1538.02092828,12893548.97550996
2024-04-27,2024-04-27,1538.5424888,12916286.83320292
2024-04-28,2024-04-28,1539.13721,12936414.00816088
2024-04-29,2024-04-29,1539.65684725,12951615.14175209
2024-04-30,2024-04-30,1539.85772563,12953717.8963317
2024-05-01,2024-05-01,1540.33087345,12964280.5088441
2024-05-02,2024-05-02,1540.88334152,12975877.67233001
2024-05-03,2024-05-03,1541.3768847,12989581.50915545
2024-05-04,2024-05-04,1542.17136243,13013123.59791558
2024-05-05,2024-05-05,1543.03930607,13038500.43509742
2024-05-06,2024-05-06,1543.51092754,13060391.62964253
2024-05-07,2024-05-07,1544.22870268,13080089.07511746
2024-05-08,2024-05-08,1544.83214952,13096054.94386023
2024-05-09,2024-05-09,1545.5314617,13115181.37726024
2024-05-10,2024-05-10,1546.25409031,13137050.94655064
2024-05-11,2024-05-11,1546.98447774,13160319.55282327
2024-05-12,2024-05-12,1547.505748,13183168.05186372
2024-05-13,2024-05-13,1548.12525844,13199366.66406384
2024-05-14,2024-05-14,1548.57837556,13215331.00814552
2024-05-15,2024-05-15,1547.4628039,13220723.60071714
2024-05-16,2024-05-16,1548.03906653,13234689.53906396
2024-05-17,2024-05-17,1548.59977284,13250478.74380974
2024-05-18,2024-05-18,1549.39980348,13273271.14262774
2024-05-19,2024-05-19,1550.10397017,13295602.11349075
2024-05-20,2024-05-20,1550.60659629,13310751.69730392
2024-05-21,2024-05-21,1551.0255586,13321681.09107927
2024-05-22,2024-05-22,1551.09475893,13337769.83309753
2024-05-23,2024-05-23,1551.43292261,13348871.40033518
2024-05-24,2024-05-24,1551.92588274,13364223.38868854
2024-05-25,2024-05-25,1552.76744103,13389681.71065512
2024-05-26,2024-05-26,1553.38630543,13411343.50423691
2024-05-27,2024-05-27,1553.81257844,13427729.28397468
2024-05-28,2024-05-28,1528.46666265,13421316.84177395
2024-05-29,2024-05-29,1529.12126756,13438838.21140822
2024-05-30,2024-05-30,1529.63577782,13448034.31163577
2024-05-31,2024-05-31,1530.2780502,13464810.34894098
2024-06-01,2024-06-01,1531.0404388,13487675.43815141
2024-06-02,2024-06-02,1531.76871522,13511479.9707142
2024-06-03,2024-06-03,1531.89613464,13511362.06587152
2024-06-04,2024-06-04,1532.3905537,13523026.32350246
2024-06-05,2024-06-05,1532.83298949,13535457.99605931
2024-06-06,2024-06-06,1532.82746347,13538428.46319805
2024-06-07,2024-06-07,1533.40809606,13554678.60938255
2024-06-08,2024-06-08,1534.07752984,13578590.4456696
2024-06-09,2024-06-09,1534.80675392,13602334.37503151
2024-06-10,2024-06-10,1535.45268849,13622245.0892157
2024-06-11,2024-06-11,1534.0955234,13620842.47660748
2024-06-12,2024-06-12,1534.51745952,13629939.66337267
2024-06-13,2024-06-13,1535.26040434,13652420.84351804
2024-06-14,2024-06-14,1535.87078212,13668617.31400329
2024-06-15,2024-06-15,1536.34177383,13687842.51108621
2024-06-16,2024-06-16,1537.18576885,13714679.35152994
2024-06-17,2024-06-17,1537.62057356,13727189.26927589
2024-06-18,2024-06-18,1538.28471759,13747329.20677518
2024-06-19,2024-06-19,1538.98643018,13768327.51890981
2024-06-20,2024-06-20,1539.67915256,13787664.25530894
2024-06-21,2024-06-21,1540.07700127,13801843.34031827
2024-06-22,2024-06-22,1538.08249201,13751980.24037094
2024-06-23,2024-06-23,1538.87793575,13777038.82945448
2024-06-24,2024-06-24,1538.88570733,13774959.91302572
2024-06-25,2024-06-25,1539.4891407,13792475.05703688
2024-06-26,2024-06-26,1539.93306884,13806860.71865962
2024-06-27,2024-06-27,1538.60063051,13777544.37079186
2024-06-28,2024-06-28,1539.0610049,13790886.94960849
2024-06-29,2024-06-29,1539.90679431,13817013.29719423
2024-06-30,2024-06-30,1540.68637464,13840484.20013932
2024-07-01,2024-07-01,1541.19289012,13853982.04570953
2024-07-02,2024-07-02,1541.8667901,13872837.99084005
2024-07-03,2024-07-03,1541.53584161,13890569.10466594
2024-07-04,2024-07-04,1541.73145203,13891164.03936165
2024-07-05,2024-07-05,1540.52600952,13851622.78925449
2024-07-06,2024-07-06,1541.10201602,13877162.92957527
2024-07-07,2024-07-07,1541.73763378,13900869.60914011
2024-07-08,2024-07-08,1542.41508486,13918582.6058929
2024-07-09,2024-07-09,1542.32860507,13920076.64239836
2024-07-10,2024-07-10,1542.46950525,13937726.31573923
2024-07-11,2024-07-11,1543.21966345,13961211.39550553
2024-07-12,2024-07-12,1543.76981401,13979789.74016508
2024-07-13,2024-07-13,1544.55565569,14005374.20054872
2024-07-14,2024-07-14,1545.18765827,14032045.70430999
2024-07-15,2024-07-15,1545.63736659,14043031.23696111
2024-07-16,2024-07-16,1546.16295245,14053123.39257892
2024-07-17,2024-07-17,1546.61982684,14068282.94731312
2024-07-18,2024-07-18,1546.79602268,14068890.14549219
2024-07-19,2024-07-19,1546.33265376,14057982.69948275
2024-07-20,2024-07-20,1547.11665429,14083375.74751644
2024-07-21,2024-07-21,1547.91049574,14109130.80946558
2024-07-22,2024-07-22,1548.49853193,14128296.97956449
2024-07-23,2024-07-23,1546.43830692,14111982.31221447
2024-07-24,2024-07-24,1546.94930443,14125887.74167
2024-07-25,2024-07-25,1547.01257356,14118024.91232421
2024-07-26,2024-07-26,1547.61938976,14136076.37547104
2024-07-27,2024-07-27,1548.18174998,14157041.91413872
2024-07-28,2024-07-28,1548.90324525,14183910.26689914
2024-07-29,2024-07-29,1549.05547347,14180175.47157282
2024-07-30,2024-07-30,1547.49673772,14076549.18124891
2024-07-31,2024-07-31,1548.10659536,14092221.81647415
2024-08-01,2024-08-01,1548.36237393,14105490.0673239
2024-08-02,2024-08-02,1548.88027067,14119514.95436197
2024-08-03,2024-08-03,1549.49024622,14144324.84369754
2024-08-04,2024-08-04,1550.14810951,14168622.14061938
2024-08-05,2024-08-05,1549.28859813,14145955.22389622
2024-08-06,2024-08-06,1549.97181421,14164004.14435497
2024-08-07,2024-08-07,1550.08644445,14175441.49124391
2024-08-08,2024-08-08,1550.70982193,14193536.94232439
2024-08-09,2024-08-09,1551.17782553,14206635.81728461
2024-08-10,2024-08-10,1551.33065109,14217298.19917037
2024-08-11,2024-08-11,1552.1452234,14242836.33716338
2024-08-12,2024-08-12,1552.73977834,14258617.37175078
2024-08-13,2024-08-13,1553.34627762,14273739.68674926
2024-08-14,2024-08-14,1554.05468283,14293811.90628055
2024-08-15,2024-08-15,1554.6304789,14311388.65363481
2024-08-16,2024-08-16,1555.29688932,14330561.14993526
2024-08-17,2024-08-17,1556.14165117,14357587.29176415
2024-08-18,2024-08-18,1556.92768569,14383511.6320108
2024-08-19,2024-08-19,1557.51338297,14400751.13962493
2024-08-20,2024-08-20,1558.11920984,14416287.68250517
2024-08-21,2024-08-21,1558.61777324,14431097.05332563
2024-08-22,2024-08-22,1559.26578314,14451131.65876238
2024-08-23,2024-08-23,1559.7500894,14463767.73369082
2024-08-24,2024-08-24,1560.5070974,14487376.61751444
2024-08-25,2024-08-25,1561.36589014,14515874.16140932
2024-08-26,2024-08-26,1562.02937408,14535854.32861971
2024-08-27,2024-08-27,1561.96998385,14510383.93943135
2024-08-28,2024-08-28,1562.58542129,14527691.10660524
2024-08-29,2024-08-29,1561.48487873,14536084.41529372
2024-08-30,2024-08-30,1562.19497707,14557502.11737705
2024-08-31,2024-08-31,1562.77533494,14583936.84653399
2024-09-01,2024-09-01,1563.63645909,14611989.65875242
2024-09-02,2024-09-02,1564.3865997,14634109.95823127
2024-09-03,2024-09-03,1564.92725077,14645023.2883432
2024-09-04,2024-09-04,1565.3780187,14663596.03668912
2024-09-05,2024-09-05,1566.02088277,14682006.80624945
2024-09-06,2024-09-06,1566.35561116,14694253.31755598
2024-09-07,2024-09-07,1567.21978375,14721979.58436434
2024-09-08,2024-09-08,1568.08672936,14749546.395101
2024-09-09,2024-09-09,1568.44392785,14763715.30854804
2024-09-10,2024-09-10,1568.90102276,14775761.60135944
2024-09-11,2024-09-11,1569.53896898,14793053.37245972
2024-09-12,2024-09-12,1570.17897577,14811652.17601283
2024-09-13,2024-09-13,1570.37606301,14818869.15629495
2024-09-14,2024-09-14,1571.18189459,14844212.21847765
2024-09-15,2024-09-15,1571.92257817,14871027.43983858
2024-09-16,2024-09-16,1572.24998606,14879828.97194404
2024-09-17,2024-09-17,1572.84469341,14897140.12736349
2024-09-18,2024-09-18,1573.22866917,14907740.50565909
2024-09-19,2024-09-19,1573.77511602,14924414.05716648
2024-09-20,2024-09-20,1574.04151493,14934961.20977632
2024-09-21,2024-09-21,1574.80583708,14959831.89452766
2024-09-22,2024-09-22,1575.59188078,14984887.41553956
2024-09-23,2024-09-23,1575.99210461,14992092.0682202
2024-09-24,2024-09-24,1576.59539109,15008026.91430051
2024-09-25,2024-09-25,1576.9446089,15016837.96772306
2024-09-26,2024-09-26,1577.07936922,15026688.12146751
2024-09-27,2024-09-27,1577.62969658,15038452.65529876
2024-09-28,2024-09-28,1578.35859971,15061907.31966672
2024-09-29,2024-09-29,1579.14933888,15088767.03091572
2024-09-30,2024-09-30,1579.68991276,15106579.4073284
2024-10-01,2024-10-01,1580.38622292,15128059.16823258
2024-10-02,2024-10-02,1581.04389827,15146590.51988811
2024-10-03,2024-10-03,1581.60648739,15161482.25559108
2024-10-04,2024-10-04,1582.10651727,15180519.62635405
2024-10-05,2024-10-05,1582.92198348,15208582.26791454
2024-10-06,2024-10-06,1583.71832911,15235128.34749604
2024-10-07,2024-10-07,1584.32398706,15250396.34226301
2024-10-08,2024-10-08,1581.08264935,15140135.36610494
2024-10-09,2024-10-09,1581.47133387,15149240.62178751
2024-10-10,2024-10-10,1581.99451672,15157707.62484249
2024-10-11,2024-10-11,1581.4634151,15137097.72522794
2024-10-12,2024-10-12,1582.06111703,15157741.94677573
2024-10-13,2024-10-13,1582.70363258,15182420.72710596
2024-10-14,2024-10-14,1583.15901375,15196444.16746645
2024-10-15,2024-10-15,1582.78088651,15176300.45349877
2024-10-16,2024-10-16,1583.31323754,15192460.06493097
2024-10-17,2024-10-17,1583.75274132,15205798.60526075
2024-10-18,2024-10-18,1584.10677921,15212239.95606811
2024-10-19,2024-10-19,1584.51523949,15224900.90510393
2024-10-20,2024-10-20,1584.500999,15228123.80906022
2024-10-21,2024-10-21,1584.13202918,15220900.64890578
2024-10-22,2024-10-22,1584.70051207,15238856.36990971
2024-10-23,2024-10-23,1585.24872439,15259407.9219504
2024-10-24,2024-10-24,1585.92434536,15282289.06743382
2024-10-25,2024-10-25,1586.38037865,15299969.98256798
2024-10-26,2024-10-26,1587.11947502,15326149.78367145
2024-10-27,2024-10-27,1587.84401921,15353097.35477524
2024-10-28,2024-10-28,1588.36153095,15368291.90440707
2024-10-29,2024-10-29,1588.4573209,15367250.38939471
2024-10-30,2024-10-30,1588.83492721,15382017.92806927
2024-10-31,2024-10-31,1589.27427787,15394005.45405868
2024-11-01,2024-11-01,1589.5440327,15401883.75895112
2024-11-02,2024-11-02,1590.16104112,15422168.59714537
2024-11-03,2024-11-03,1590.88204805,15447601.93359943
2024-11-04,2024-11-04,1591.31954953,15461220.98727247
2024-11-05,2024-11-05,1591.58303295,15459045.23426947
2024-11-06,2024-11-06,1589.52407627,15320190.39846394
2024-11-07,2024-11-07,1589.8049786,15328396.19121855
2024-11-08,2024-11-08,1589.77725392,15319998.70785549
2024-11-09,2024-11-09,1590.49734576,15344995.11097018
2024-11-10,2024-11-10,1590.79664518,15358399.3163326
2024-11-11,2024-11-11,1590.34170484,15338870.84032371
2024-11-12,2024-11-12,1589.47651201,15310533.89352064
2024-11-13,2024-11-13,1588.70446517,15296794.76389116
2024-11-14,2024-11-14,1586.87070843,15237868.47942848
2024-11-15,2024-11-15,1585.46076228,15239094.99553143
2024-11-16,2024-11-16,1585.90287726,15259050.50634316
2024-11-17,2024-11-17,1586.40493062,15283447.40373848
2024-11-18,2024-11-18,1586.53262251,15285790.99901737
2024-11-19,2024-11-19,1585.63021599,15247840.40158267
2024-11-20,2024-11-20,1584.92875103,15220340.10693873
2024-11-21,2024-11-21,1583.25102809,15166531.48824283
2024-11-22,2024-11-22,1582.30233743,15130843.19613082
2024-11-23,2024-11-23,1582.33045252,15130382.37664757
2024-11-24,2024-11-24,1582.72298176,15148640.17784133
2024-11-25,2024-11-25,1582.3261301,15131974.18012364
2024-11-26,2024-11-26,1581.2527876,15130806.43942825
2024-11-27,2024-11-27,1580.68475436,15140740.77922462
2024-11-28,2024-11-28,1580.29052416,15157580.90407651
2024-11-29,2024-11-29,1580.57878419,15170945.31469809
2024-11-30,2024-11-30,1581.19647022,15197005.14175721
2024-12-01,2024-12-01,1581.79823328,15222685.20654598
2024-12-02,2024-12-02,1581.18255231,15227592.97724045
2024-12-03,2024-12-03,1580.04849109,15238026.19377381
2024-12-04,2024-12-04,1580.1587541,15241332.93962458
2024-12-05,2024-12-05,1578.04410367,15140230.80798806
2024-12-06,2024-12-06,1576.62697736,15032634.52281598
2024-12-07,2024-12-07,1577.14833098,15052921.76930581
2024-12-08,2024-12-08,1577.68054261,15077837.71753423
2024-12-09,2024-12-09,1576.32586908,15037990.36315908
2024-12-10,2024-12-10,1576.55005251,15039954.99987929
2024-12-11,2024-12-11,1575.83471134,15040251.2243138
2024-12-12,2024-12-12,1576.2311967,15055221.35941462
2024-12-13,2024-12-13,1576.22514637,15054560.52739956
2024-12-14,2024-12-14,1576.708399,15082017.77584094
2024-12-15,2024-12-15,1577.12724211,15096934.63056495
2024-12-16,2024-12-16,1576.63934011,15065848.38815513
2024-12-17,2024-12-17,1576.07991007,15035810.29680591
2024-12-18,2024-12-18,1575.38786862,15040695.79335386
2024-12-19,2024-12-19,1573.96045958,14983704.29816467
2024-12-20,2024-12-20,1573.16425667,14979542.6667907
2024-12-21,2024-12-21,1573.80742911,15008651.55448987
2024-12-22,2024-12-22,1574.25809548,15038267.10935772
2024-12-23,2024-12-23,1573.0563373,14980023.66668353
2024-12-24,2024-12-24,1571.80089722,14953153.10040342
2024-12-25,2024-12-25,1572.47650632,14986146.3995188
2024-12-26,2024-12-26,1572.82563374,15005038.39572327
2024-12-27,2024-12-27,1572.35358307,15024306.40368942
2024-12-28,2024-12-28,1572.93307729,15056942.51755863
2024-12-29,2024-12-29,1572.59364663,15075499.5594294
