start_time,date,sca,scda
2021-01-01,2021-01-01,20784633289.18383,46086970963896.016
2021-01-02,2021-01-02,20746648105.39067,45895781378559.875
2021-01-03,2021-01-03,20728799120.23874,45808778445062.76
2021-01-04,2021-01-04,20691999919.61271,45755194729034.695
2021-01-05,2021-01-05,20688577851.013702,45735243666484.95
2021-01-06,2021-01-06,20681851515.0622,45713851278736.13
2021-01-07,2021-01-07,20661570148.622643,45569166665497.92
2021-01-08,2021-01-08,20647562869.57853,45467328478129.7
2021-01-09,2021-01-09,20637854905.647247,45433531552647.805
2021-01-10,2021-01-10,20634581451.04608,45485988464610.35
2021-01-11,2021-01-11,20627797460.239834,45464278783267.97
2021-01-12,2021-01-12,20630847578.695538,45519398902583.49
2021-01-13,2021-01-13,20634017203.11539,45607964161344.555
2021-01-14,2021-01-14,20637225429.824333,45675785994089.0
2021-01-15,2021-01-15,20636894192.35076,45717848548701.75
2021-01-16,2021-01-16,20645091534.16274,45845183355171.125
2021-01-17,2021-01-17,20654236758.216877,45974755518753.96
2021-01-18,2021-01-18,20659197235.348663,46074624571451.016
2021-01-19,2021-01-19,20664182414.253696,46130574840754.09
2021-01-20,2021-01-20,20672208670.217957,46246973624622.23
2021-01-21,2021-01-21,20680556798.77715,46349328670890.336
2021-01-22,2021-01-22,20686975013.383545,46458531371827.445
2021-01-23,2021-01-23,20700192410.566116,46615987055311.48
2021-01-24,2021-01-24,20713326861.29889,46779625068825.07
2021-01-25,2021-01-25,20721643638.730804,46925990741303.06
2021-01-26,2021-01-26,20732522365.07643,47072544406464.875
2021-01-27,2021-01-27,20712354149.989044,46987036010532.41
2021-01-28,2021-01-28,20717171583.869476,47060363425258.75
2021-01-29,2021-01-29,20717912989.721264,47082833762376.92
2021-01-30,2021-01-30,20726244432.351337,47209693338547.63
2021-01-31,2021-01-31,20725664307.749737,47301740196768.52
2021-02-01,2021-02-01,20735960195.69392,47427176620889.03
2021-02-02,2021-02-02,20747031144.54478,47553452749139.55
2021-02-03,2021-02-03,20754955566.70949,47660602190420.87
2021-02-04,2021-02-04,20757816411.54246,47701068812402.27
2021-02-05,2021-02-05,20756431875.148563,47727737341207.17
2021-02-06,2021-02-06,20765223700.00978,47856590252382.03
2021-02-07,2021-02-07,20757516999.25919,47992777966760.18
2021-02-08,2021-02-08,20757499756.009617,48053638584961.71
2021-02-09,2021-02-09,20750224140.08974,47942776190261.37
2021-02-10,2021-02-10,20751671342.48285,47974789761790.266
2021-02-11,2021-02-11,20757177177.706795,48073002377001.47
2021-02-12,2021-02-12,20760532851.277794,48156000218482.0
2021-02-13,2021-02-13,20771561532.42265,48320046046138.06
2021-02-14,2021-02-14,20779206230.68912,48478113779345.18
2021-02-15,2021-02-15,20784302182.98325,48529393974276.14
2021-02-16,2021-02-16,20787401088.706127,48636972897998.2
2021-02-17,2021-02-17,20789627019.477127,48694520161578.24
2021-02-18,2021-02-18,20787489158.83642,48742284597337.68
2021-02-19,2021-02-19,20782899402.33442,48738278105026.41
2021-02-20,2021-02-20,20780622902.673157,48772472917337.33
2021-02-21,2021-02-21,20784491827.328693,48891405519094.914
2021-02-22,2021-02-22,20788070142.310753,48989546681502.56
2021-02-23,2021-02-23,20773434560.88469,48903971860764.56
2021-02-24,2021-02-24,20760576440.06617,48961745557619.94
2021-02-25,2021-02-25,20760948969.909763,49060141174856.18
2021-02-26,2021-02-26,20759290035.94434,49093471259011.13
2021-02-27,2021-02-27,20767647961.215824,49250914710421.484
2021-02-28,2021-02-28,20775521750.57902,49459058337143.086
2021-03-01,2021-03-01,20785902723.08673,49612193713298.54
2021-03-02,2021-03-02,20786383653.517944,49737247159886.69
2021-03-03,2021-03-03,20797114024.585163,49918778978566.63
2021-03-04,2021-03-04,20805446040.17604,50075885088679.016
2021-03-05,2021-03-05,20807366317.008705,50203368746645.77
2021-03-06,2021-03-06,20819041859.54685,50420213066134.85
2021-03-07,2021-03-07,20833025720.180656,50648820664725.41
2021-03-08,2021-03-08,20829120209.34261,50782377652223.41
2021-03-09,2021-03-09,20838070613.633427,50944927547841.48
2021-03-10,2021-03-10,20846784353.24144,51096885900357.66
2021-03-11,2021-03-11,20826593336.655582,51183335478992.55
2021-03-12,2021-03-12,20827832449.94316,51260203442435.09
2021-03-13,2021-03-13,20836504599.08115,51424613102291.22
2021-03-14,2021-03-14,20835788897.301155,51465729557520.11
2021-03-15,2021-03-15,20843671399.169296,51634321996053.08
2021-03-16,2021-03-16,20845235289.87291,51636181497588.055
2021-03-17,2021-03-17,20850181747.427715,51799008525808.67
2021-03-18,2021-03-18,20861614313.48565,52007022062715.2
2021-03-19,2021-03-19,20873928904.51231,52239672914832.25
2021-03-20,2021-03-20,20879276884.33146,52390122629217.91
2021-03-21,2021-03-21,20890548887.664692,52582009754165.766
2021-03-22,2021-03-22,20895384877.10692,52743459983737.66
2021-03-23,2021-03-23,20892560044.93844,52802622845571.47
2021-03-24,2021-03-24,20900483054.617474,52938813427117.84
2021-03-25,2021-03-25,20894640884.65806,53013779289278.32
2021-03-26,2021-03-26,20901941553.25218,53182550045793.945
2021-03-27,2021-03-27,20908022400.7977,53329880076617.54
2021-03-28,2021-03-28,20918802396.482548,53568426918873.02
2021-03-29,2021-03-29,20930280759.160797,53766954558176.62
2021-03-30,2021-03-30,20937971074.490643,53949999348830.05
2021-03-31,2021-03-31,20941712505.709187,54111898751205.875
2021-04-01,2021-04-01,20932457243.022152,54078796836401.92
2021-04-02,2021-04-02,20929659891.908344,54235159673272.29
2021-04-03,2021-04-03,20943645042.88036,54506537622096.49
2021-04-04,2021-04-04,20956796450.021717,54752619163489.22
2021-04-05,2021-04-05,20967483413.401375,54978517400294.695
2021-04-06,2021-04-06,20947763077.468952,54827518745928.21
2021-04-07,2021-04-07,20957597128.67792,55036093623909.19
2021-04-08,2021-04-08,20966032575.48079,55231335885601.77
2021-04-09,2021-04-09,20974665566.92782,55463041518357.83
2021-04-10,2021-04-10,20982622041.25059,55681063871316.71
2021-04-11,2021-04-11,20985866325.447968,55907459973896.68
2021-04-12,2021-04-12,20985723950.1032,56006126772235.03
2021-04-13,2021-04-13,20989307805.0107,56116230327823.13
2021-04-14,2021-04-14,20973748375.320915,56225177623273.17
2021-04-15,2021-04-15,20967005512.903168,56368993504837.34
2021-04-16,2021-04-16,20978563329.081932,56584439311860.64
2021-04-17,2021-04-17,20987452237.76026,56816595720033.51
2021-04-18,2021-04-18,20973075487.421513,56752326563976.125
2021-04-19,2021-04-19,20986540147.796535,57010002059302.664
2021-04-20,2021-04-20,20990975015.486267,57117427674163.36
2021-04-21,2021-04-21,21001656948.58528,57373666605977.12
2021-04-22,2021-04-22,21007182352.80871,57496035637964.266
2021-04-23,2021-04-23,21008589845.734932,57631870182365.81
2021-04-24,2021-04-24,21005205863.756287,57797593391016.53
2021-04-25,2021-04-25,21009699604.276253,57991219208771.48
2021-04-26,2021-04-26,21015674186.71366,58198258940906.234
2021-04-27,2021-04-27,21008896048.196255,58288065662083.445
2021-04-28,2021-04-28,21016762396.50674,58522294628515.41
2021-04-29,2021-04-29,21019805218.613113,58552478194503.43
2021-04-30,2021-04-30,21017906606.387775,58742192048602.39
2021-05-01,2021-05-01,21030644269.547844,59026758631694.28
2021-05-02,2021-05-02,21042291859.567223,59298751038957.94
2021-05-03,2021-05-03,21048743591.384033,59511353417752.24
2021-05-04,2021-05-04,21055203124.207367,59715554312020.74
2021-05-05,2021-05-05,21063851712.04887,59876828289494.234
2021-05-06,2021-05-06,21072193879.65791,60057000481101.58
2021-05-07,2021-05-07,21065791180.24121,59974409430103.01
2021-05-08,2021-05-08,21077298232.31674,60196808285834.375
2021-05-09,2021-05-09,21085727547.718178,60404661197561.6
2021-05-10,2021-05-10,21093485143.48837,60572308898313.83
2021-05-11,2021-05-11,21102355458.365257,60724643497615.58
2021-05-12,2021-05-12,21101010277.336887,60764798919988.7
2021-05-13,2021-05-13,21098984831.844887,60850088194725.53
2021-05-14,2021-05-14,21106609631.286255,61025954121519.97
2021-05-15,2021-05-15,21117838175.70094,61307906773000.31
2021-05-16,2021-05-16,21127044663.022015,61496936931507.26
2021-05-17,2021-05-17,21135593691.21852,61672119330166.05
2021-05-18,2021-05-18,21141154391.03565,61877650131987.56
2021-05-19,2021-05-19,21129361112.37932,61718911706510.47
2021-05-20,2021-05-20,21129343984.520634,61511170084050.14
2021-05-21,2021-05-21,21133816745.80441,61702568137923.56
2021-05-22,2021-05-22,21146852388.648434,61962634796946.16
2021-05-23,2021-05-23,21151450435.399754,62155778211838.336
2021-05-24,2021-05-24,21142420234.481144,62157005058850.51
2021-05-25,2021-05-25,21150976481.28895,62286275030070.3
2021-05-26,2021-05-26,21159188918.047867,62468681942821.06
2021-05-27,2021-05-27,21172921500.402405,62703020789341.95
2021-05-28,2021-05-28,21186816002.045116,62990843297361.5
2021-05-29,2021-05-29,21202641939.94976,63305200172902.0
2021-05-30,2021-05-30,21199393277.347443,63591112137477.195
2021-05-31,2021-05-31,21214174879.220337,63884910124742.28
2021-06-01,2021-06-01,21208146008.715614,64010493275051.71
2021-06-02,2021-06-02,21218267793.608555,64247198628881.67
2021-06-03,2021-06-03,21219921545.68789,64345379613340.02
2021-06-04,2021-06-04,21233889505.215767,64591078253979.52
2021-06-05,2021-06-05,21249308403.099068,64883467793310.05
2021-06-06,2021-06-06,21263281207.68673,65158778058002.15
2021-06-07,2021-06-07,21273685691.01924,65382167594352.66
2021-06-08,2021-06-08,21280720119.676876,65561671285211.21
2021-06-09,2021-06-09,21291466379.310966,65798885179174.02
2021-06-10,2021-06-10,21299941185.891644,65966906899414.47
2021-06-11,2021-06-11,21305833935.822063,66166628777441.22
2021-06-12,2021-06-12,21322223583.56923,66480725714606.6
2021-06-13,2021-06-13,21336603645.198586,66792042226463.81
2021-06-14,2021-06-14,21348508977.484383,66992809757267.52
2021-06-15,2021-06-15,21360012505.866077,67199994506728.47
2021-06-16,2021-06-16,21373794731.605648,67480416893093.82
2021-06-17,2021-06-17,21387656226.498695,67722942241430.234
2021-06-18,2021-06-18,21401127494.003296,67989068540846.33
2021-06-19,2021-06-19,21417986918.393265,68321731722600.805
2021-06-20,2021-06-20,21433506409.20871,68645458265442.445
2021-06-21,2021-06-21,21444299563.031677,68877814457823.3
2021-06-22,2021-06-22,21455494408.155712,69114571559292.34
2021-06-23,2021-06-23,21461183779.065365,69314950768700.43
2021-06-24,2021-06-24,21470384114.255444,69531403355784.41
2021-06-25,2021-06-25,21468130098.508892,69141422111558.81
2021-06-26,2021-06-26,21484807912.974907,69443184482396.805
2021-06-27,2021-06-27,21498220442.242542,69729252760028.09
2021-06-28,2021-06-28,21513144835.19652,69988638495406.59
2021-06-29,2021-06-29,21527965556.96424,70248030366691.39
2021-06-30,2021-06-30,21541468236.50805,70469416072657.58
2021-07-01,2021-07-01,21554745583.089165,70718156078543.75
2021-07-02,2021-07-02,21563550040.744984,70750415424717.44
2021-07-03,2021-07-03,21579948305.084652,71072850993825.47
2021-07-04,2021-07-04,21594715949.547585,71370290778264.45
2021-07-05,2021-07-05,21608592035.5631,71673915634448.7
2021-07-06,2021-07-06,21623173779.453365,71959648485310.83
2021-07-07,2021-07-07,21635260545.621075,72219531936512.45
2021-07-08,2021-07-08,21649113283.32983,72468443411422.03
2021-07-09,2021-07-09,21661738281.923332,72726941768935.7
2021-07-10,2021-07-10,21678309592.720543,73053034927945.08
2021-07-11,2021-07-11,21693812114.900517,73356859295789.19
2021-07-12,2021-07-12,21699397776.973053,73552571008282.97
2021-07-13,2021-07-13,21714133594.925575,73819961471129.8
2021-07-14,2021-07-14,21727577021.511024,74049450610653.31
2021-07-15,2021-07-15,21739612083.34594,74277655644008.61
2021-07-16,2021-07-16,21752499790.128574,74483491268363.9
2021-07-17,2021-07-17,21691807231.19404,74664703530118.28
2021-07-18,2021-07-18,21707487981.66868,74943511727744.39
2021-07-19,2021-07-19,21720387543.793938,75205929967755.94
2021-07-20,2021-07-20,21729512169.97805,75427742439774.23
2021-07-21,2021-07-21,21742482221.171772,75669674840620.5
2021-07-22,2021-07-22,21755395136.22592,75926625790839.62
2021-07-23,2021-07-23,21768107540.493538,76046599744064.0
2021-07-24,2021-07-24,21784817933.221157,76365698158022.94
2021-07-25,2021-07-25,21800470630.430923,76645893177422.06
2021-07-26,2021-07-26,21796319535.437447,76548165422422.12
2021-07-27,2021-07-27,21792172603.8212,76586949337049.66
2021-07-28,2021-07-28,21776279764.544273,76624258129643.39
2021-07-29,2021-07-29,21646695003.967197,76129035672689.17
2021-07-30,2021-07-30,21660155976.747566,76364552394145.81
2021-07-31,2021-07-31,21675096552.198467,76653337127518.12
2021-08-01,2021-08-01,21690997735.94113,76962400515417.16
2021-08-02,2021-08-02,21705603739.27796,77251165720725.9
2021-08-03,2021-08-03,21720471895.77132,77519147733117.6
2021-08-04,2021-08-04,21735796894.83128,77816236560687.19
2021-08-05,2021-08-05,21750910496.85189,78098621300234.05
2021-08-06,2021-08-06,21761812580.72039,78309463251809.25
2021-08-07,2021-08-07,21776610623.02965,78625148515977.86
2021-08-08,2021-08-08,21789278052.8256,78809017882674.28
2021-08-09,2021-08-09,21802141137.01127,79016601819133.25
2021-08-10,2021-08-10,21816789325.537903,79286444897723.3
2021-08-11,2021-08-11,21829592545.69133,79559959512823.72
2021-08-12,2021-08-12,21843873452.815403,79834761870884.4
2021-08-13,2021-08-13,21857826501.137375,80118586435375.03
2021-08-14,2021-08-14,21861984439.16564,80371190425826.69
2021-08-15,2021-08-15,21878505136.274864,80708739110743.47
2021-08-16,2021-08-16,21892544424.67551,80968882785851.88
2021-08-17,2021-08-17,21905759903.064583,81226090007440.1
2021-08-18,2021-08-18,21915671412.547684,81477616532674.66
2021-08-19,2021-08-19,21929051159.093792,81760544359143.66
2021-08-20,2021-08-20,21943166614.39078,82024386163254.47
2021-08-21,2021-08-21,21955397706.434914,82322307398782.12
2021-08-22,2021-08-22,21969758282.39576,82634835621874.23
2021-08-23,2021-08-23,21977355737.92081,82780071478471.9
2021-08-24,2021-08-24,21992251700.825676,83070731543136.4
2021-08-25,2021-08-25,21980466246.931293,83196386472557.1
2021-08-26,2021-08-26,21986457524.76326,83293022992456.38
2021-08-27,2021-08-27,22001353317.77942,83582626820199.4
2021-08-28,2021-08-28,22016134131.288563,83906905978686.25
2021-08-29,2021-08-29,22031743921.83785,84236288442731.66
2021-08-30,2021-08-30,22043464673.77088,84446789432960.47
2021-08-31,2021-08-31,22053787135.580883,84648937126737.81
2021-09-01,2021-09-01,22066200516.25443,84847247868762.3
2021-09-02,2021-09-02,22079181518.836582,85071978493362.94
2021-09-03,2021-09-03,22092050147.606873,85355018013574.5
2021-09-04,2021-09-04,22106686253.607506,85660877674433.6
2021-09-05,2021-09-05,22122464524.955883,86005096709797.06
2021-09-06,2021-09-06,22135908658.158363,86260823878083.75
2021-09-07,2021-09-07,22148082432.30916,86454811283566.47
2021-09-08,2021-09-08,22161258987.634052,86694079083145.22
2021-09-09,2021-09-09,22166617623.503098,86752951896991.97
2021-09-10,2021-09-10,22173525943.069675,87027007469906.78
2021-09-11,2021-09-11,22189088992.512363,87335319624074.3
2021-09-12,2021-09-12,22204406676.934696,87677478047766.58
2021-09-13,2021-09-13,22219001239.768375,87987756862605.0
2021-09-14,2021-09-14,22225390379.56862,88204983802806.72
2021-09-15,2021-09-15,22233325800.765896,88434360693646.92
2021-09-16,2021-09-16,22240135838.73582,88609879687751.88
2021-09-17,2021-09-17,22253954952.847923,88868754230885.47
2021-09-18,2021-09-18,22268830092.10929,89187212937922.17
2021-09-19,2021-09-19,22283669398.738274,89532410776464.98
2021-09-20,2021-09-20,22296249332.09203,89782176825514.77
2021-09-21,2021-09-21,22311514015.697292,90077747639963.6
2021-09-22,2021-09-22,22322998299.583534,90359624983901.84
2021-09-23,2021-09-23,22336494655.984028,90639350877438.44
2021-09-24,2021-09-24,22351120716.796253,90939854152265.44
2021-09-25,2021-09-25,22368082502.340298,91287035036068.94
2021-09-26,2021-09-26,22316903970.565044,90889957371447.02
2021-09-27,2021-09-27,22326626577.930107,91117282862487.0
2021-09-28,2021-09-28,22339566896.50003,91336946812001.48
2021-09-29,2021-09-29,22352071130.7307,91614800952378.66
2021-09-30,2021-09-30,22360628820.10476,91711371279420.05
2021-10-01,2021-10-01,22372809867.287277,91990141425865.23
2021-10-02,2021-10-02,22386825730.508812,92288573425252.86
2021-10-03,2021-10-03,22401946414.049316,92622450626093.64
2021-10-04,2021-10-04,22413906373.143063,92819842074295.78
2021-10-05,2021-10-05,22424120855.054543,92997331699550.34
2021-10-06,2021-10-06,22431931481.259483,93099634393557.31
2021-10-07,2021-10-07,22440816431.31433,93246970574278.88
2021-10-08,2021-10-08,22453313836.95996,93503017026704.12
2021-10-09,2021-10-09,22467385695.707893,93822164514410.4
2021-10-10,2021-10-10,22474604408.97788,94099047228785.95
2021-10-11,2021-10-11,22485860750.844177,94355654187572.6
2021-10-12,2021-10-12,22485744535.779488,94496146045457.88
2021-10-13,2021-10-13,22497921498.50904,94732935159032.9
2021-10-14,2021-10-14,22509012037.085865,94936494278190.14
2021-10-15,2021-10-15,22518308864.370968,95096502671491.0
2021-10-16,2021-10-16,22526534590.022976,95301408608103.2
2021-10-17,2021-10-17,22541542392.36938,95623363056022.95
2021-10-18,2021-10-18,22547057863.142292,95796954012163.95
2021-10-19,2021-10-19,22537313505.15748,95827163014631.2
2021-10-20,2021-10-20,22540490472.420338,95850047503247.48
2021-10-21,2021-10-21,22546558240.322353,95975023084955.94
2021-10-22,2021-10-22,22551231090.074673,95808278695638.72
2021-10-23,2021-10-23,22564842156.87884,96149919453260.56
2021-10-24,2021-10-24,22566699931.965305,95803611119501.56
2021-10-25,2021-10-25,22571383692.031456,95813233770266.5
2021-10-26,2021-10-26,22581031850.29593,96015089248384.58
2021-10-27,2021-10-27,22594066335.592644,96278857074725.16
2021-10-28,2021-10-28,22605567111.844303,96505162789384.44
2021-10-29,2021-10-29,22616075843.647465,96744527069576.06
2021-10-30,2021-10-30,22630394065.930553,97090719086202.08
2021-10-31,2021-10-31,22629815045.20709,97333457971863.7
2021-11-01,2021-11-01,22616928468.829544,97446029766051.28
2021-11-02,2021-11-02,22616314481.331635,97411120509780.66
2021-11-03,2021-11-03,22617933942.856544,97304485284755.95
2021-11-04,2021-11-04,22631183577.54964,97610807236166.64
2021-11-05,2021-11-05,22632905526.83961,97800910741740.31
2021-11-06,2021-11-06,22646188914.91073,98076876820794.31
2021-11-07,2021-11-07,22661929920.557068,98451957189908.05
2021-11-08,2021-11-08,22663873943.657795,98603135489924.88
2021-11-09,2021-11-09,22670373288.89639,98758461177332.1
2021-11-10,2021-11-10,22666243290.90516,98988390834662.05
2021-11-11,2021-11-11,22674339091.860508,99213250823117.4
2021-11-12,2021-11-12,22656026828.64113,98722667431193.34
2021-11-13,2021-11-13,22667249460.93959,99107407172915.28
2021-11-14,2021-11-14,22681730743.97594,99498455377601.69
2021-11-15,2021-11-15,22690141091.913185,99667065672582.02
2021-11-16,2021-11-16,22686311355.072903,99675041790717.08
2021-11-17,2021-11-17,22688153136.21589,99893611150849.52
2021-11-18,2021-11-18,22699980635.800835,100128789265377.52
2021-11-19,2021-11-19,22711579111.604393,100406801772696.56
2021-11-20,2021-11-20,22724142205.65396,100794048193771.52
2021-11-21,2021-11-21,22738016967.445225,101176536056571.78
2021-11-22,2021-11-22,22746119351.12187,101321347639455.8
2021-11-23,2021-11-23,22755047531.81713,101580556822248.8
2021-11-24,2021-11-24,22766462393.64874,101829178447083.23
2021-11-25,2021-11-25,22744034990.321114,101361032920825.31
2021-11-26,2021-11-26,22751551082.858597,101496744661908.38
2021-11-27,2021-11-27,22767487329.614037,101861567532975.77
2021-11-28,2021-11-28,22780092248.649822,102155032050253.62
2021-11-29,2021-11-29,22789248501.178062,102362750075255.77
2021-11-30,2021-11-30,22798419929.06544,102541435150459.36
2021-12-01,2021-12-01,22804591901.354324,102763637986650.23
2021-12-02,2021-12-02,22816338844.920753,103038153422440.31
2021-12-03,2021-12-03,22826557191.786324,103249622689380.72
2021-12-04,2021-12-04,22837286982.98255,103463022197247.7
2021-12-05,2021-12-05,22849622220.75728,103757147704606.9
2021-12-06,2021-12-06,22858261539.553,103943695680180.4
2021-12-07,2021-12-07,22856118664.9916,103952444936459.98
2021-12-08,2021-12-08,22867475503.8257,104236498054990.31
2021-12-09,2021-12-09,22872221639.26618,104345702735794.4
2021-12-10,2021-12-10,22883442440.01251,104590011633120.72
2021-12-11,2021-12-11,22895535437.652607,104935264179438.02
2021-12-12,2021-12-12,22911702950.92921,105332285727556.31
2021-12-13,2021-12-13,22921117777.311935,105510614246630.84
2021-12-14,2021-12-14,22919779595.059277,105632877952618.05
2021-12-15,2021-12-15,22930494890.07072,105874927854104.44
2021-12-16,2021-12-16,22938523200.280052,106060637725858.62
2021-12-17,2021-12-17,22951179924.32866,106385965171333.56
2021-12-18,2021-12-18,22964955821.525433,106736675374452.72
2021-12-19,2021-12-19,22980666137.993015,107141037960642.12
2021-12-20,2021-12-20,22992412130.501453,107347402102835.34
2021-12-21,2021-12-21,23004859571.629276,107638184088721.1
2021-12-22,2021-12-22,23014399874.664604,107871947727101.52
2021-12-23,2021-12-23,23022324844.44352,107958355369652.69
2021-12-24,2021-12-24,23037803162.37774,108309199391774.23
2021-12-25,2021-12-25,23051074103.267235,108555509156639.3
2021-12-26,2021-12-26,23063407141.337975,108824072286379.36
2021-12-27,2021-12-27,23076606431.291782,109153301049027.6
2021-12-28,2021-12-28,23089511753.74758,109442111612894.98
2021-12-29,2021-12-29,23099376145.942806,109743951391917.3
2021-12-30,2021-12-30,23102203123.790337,109760375398937.31
2021-12-31,2021-12-31,23102069081.36936,109886363451260.77
2022-01-01,2022-01-01,23114947079.3372,110277346338702.44
2022-01-02,2022-01-02,23131993358.32246,110682312709435.4
2022-01-03,2022-01-03,23143531457.725044,110923295281973.23
2022-01-04,2022-01-04,23154998366.935085,111099027458997.05
2022-01-05,2022-01-05,23165020476.23588,111372700877315.2
2022-01-06,2022-01-06,23171389709.49134,111502903756490.42
2022-01-07,2022-01-07,23182816518.40163,111723116657210.16
2022-01-08,2022-01-08,23198276287.206074,112098730997521.02
2022-01-09,2022-01-09,23213804551.492195,112472734995111.14
2022-01-10,2022-01-10,23225156604.94684,112768834834455.36
2022-01-11,2022-01-11,23238746281.6287,113097029547155.1
2022-01-12,2022-01-12,23248581961.260036,113372649767777.62
2022-01-13,2022-01-13,23263603775.27293,113735119515247.31
2022-01-14,2022-01-14,23277995618.46826,114072415428564.52
2022-01-15,2022-01-15,23294512674.450497,114472902669027.16
2022-01-16,2022-01-16,23310497383.870667,114872793479826.44
2022-01-17,2022-01-17,23322591998.105843,115174391548620.78
2022-01-18,2022-01-18,23335887242.85037,115462408547249.05
2022-01-19,2022-01-19,23344959816.61701,115584232943175.02
2022-01-20,2022-01-20,23354420476.649075,115847628351415.86
2022-01-21,2022-01-21,23363190206.04511,115945997332897.56
2022-01-22,2022-01-22,23372963517.55845,116172599816266.98
2022-01-23,2022-01-23,23382101729.74171,116467425650982.0
2022-01-24,2022-01-24,23391194836.538963,116683997658264.64
2022-01-25,2022-01-25,23397433040.352608,116937702967871.77
2022-01-26,2022-01-26,23411622770.96245,117274285289922.95
2022-01-27,2022-01-27,23420425008.193615,117452063102503.77
2022-01-28,2022-01-28,23433767862.41102,117713319002875.88
2022-01-29,2022-01-29,23445217825.934536,117912667711813.44
2022-01-30,2022-01-30,23459037115.890797,118200720537269.98
2022-01-31,2022-01-31,23473310024.71201,118529347337813.4
2022-02-01,2022-02-01,23293525363.767647,118492851576239.56
2022-02-02,2022-02-02,23308555547.712128,118849157902277.28
2022-02-03,2022-02-03,23321321629.53826,119084312849629.8
2022-02-04,2022-02-04,23336377031.29614,119439305357304.2
2022-02-05,2022-02-05,23351585370.851067,119784109518071.22
2022-02-06,2022-02-06,23365715832.24148,120097677869788.08
2022-02-07,2022-02-07,23376360373.13786,120313428487174.0
2022-02-08,2022-02-08,23388411027.26938,120547713825947.23
2022-02-09,2022-02-09,23401118884.94028,120840299523837.88
2022-02-10,2022-02-10,23408101609.72233,121032111326315.12
2022-02-11,2022-02-11,23418505220.489048,121251127811169.48
2022-02-12,2022-02-12,23434164075.36144,121613501391934.05
2022-02-13,2022-02-13,23449672202.336933,122003211661741.8
2022-02-14,2022-02-14,23464207722.78908,122342134348584.84
2022-02-15,2022-02-15,23476504687.844788,122646551455440.92
2022-02-16,2022-02-16,23491163596.459263,123025696084530.3
2022-02-17,2022-02-17,23501271509.795677,123305841133220.88
2022-02-18,2022-02-18,23515349974.451927,123640583713793.05
2022-02-19,2022-02-19,23531539333.843597,124031724819364.56
2022-02-20,2022-02-20,23543950930.667103,124417486470861.28
2022-02-21,2022-02-21,23547685757.79336,124701139639890.77
2022-02-22,2022-02-22,23562028788.688538,125023335018515.1
2022-02-23,2022-02-23,23567908371.683567,125309249134468.28
2022-02-24,2022-02-24,23581436894.437588,125611559142236.72
2022-02-25,2022-02-25,23591692503.361443,125764661313371.8
2022-02-26,2022-02-26,23605976156.034775,126083743551278.48
2022-02-27,2022-02-27,23618224538.2858,126393482983867.06
2022-02-28,2022-02-28,23583936688.448902,124982421485024.48
2022-03-01,2022-03-01,23593784595.583874,125130070993762.0
2022-03-02,2022-03-02,23601670007.609207,125356960352070.77
2022-03-03,2022-03-03,23608901604.999672,125539196354794.62
2022-03-04,2022-03-04,23620101930.183,125765582034705.06
2022-03-05,2022-03-05,23636174618.837524,126171676537886.84
2022-03-06,2022-03-06,23651491501.475616,126559575115066.8
2022-03-07,2022-03-07,23656280419.09533,126837280057191.2
2022-03-08,2022-03-08,23665292982.125824,127030604209144.14
2022-03-09,2022-03-09,23671813529.426395,127075764838377.86
2022-03-10,2022-03-10,23682753631.984943,127413371618750.4
2022-03-11,2022-03-11,23661862302.939648,127474805993930.95
2022-03-12,2022-03-12,23675408742.41923,127792585833574.84
2022-03-13,2022-03-13,23690778205.345818,128170892283084.77
2022-03-14,2022-03-14,23703605123.365726,128501646544573.5
2022-03-15,2022-03-15,23716176570.022827,128769013141988.48
2022-03-16,2022-03-16,23720745193.77713,128912041851956.28
2022-03-17,2022-03-17,23717959774.71126,128647861372310.6
2022-03-18,2022-03-18,23733421730.40202,129004830092610.36
2022-03-19,2022-03-19,23747129304.01766,129367809424754.05
